#,Steps,Actions,Visuals
1,Review the Ticket,Review the ticket to identify information relevant to your investigation. You can see the Customer Request Type and PO Number. The ticket Description should be reviewed to idenitfy what the supplier needs support with. (Visual 1.1),Visual 1.1:
