Project,Category,Template Name,Source,SOP Page Title,SOP Page ID,SOP Version,SOP Author,Template Code,Has EN,Has ZH,Confluence Link,Notes
AOPS/POS Templates,Cancellation Inquiries,20+ POs to be Cancelled,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Bulk Cancellation Tool,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,CT_Cancelled_RP_Request,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Cancellation Alert Clarification,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Cancellation Exceptions,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Cancellation Queries,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Cancellation Request is Denied,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Cancellation Wizard,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Clarity on Credit Strips,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Confirm Current PO Status,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Create a Mass Error Ticket,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Credit Strip,paragraph,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Customer Driven Cancellation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Deny_Pending_Cancellation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Determine Item Eligibility for Cancellation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,EU Investigation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,EU and NA Investigation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Editing Comment (Optional),bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Alert was Auto-Denied,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Cancellation Denied and can be Approved,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Customer Requested Cancellation be Reversed,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Item can be cancelled,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Item cannot be cancelled,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Order was Marked Shipped,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Pending Ship Confirmation,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,IF: Shipped,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Identify the Reason for Cancellation Outreach from SU,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,"If ‘Shipped’, no additional action is necessary",paragraph,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Incorrect Cancellation by Wayfair,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Incorrect Pricing,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Item Discontinuation,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Item is Discontinued,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,NA Investigation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,New - Pending Credit Strip,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Order Shipped After Cancellation Confirmed,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,PO Cancelled without Supplier Confirmation,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,PO Mis-Shipment: Wayfair Cancellation Error,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,PO Needs to be Cancelled,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,PO Not Cancelled,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,PO Transmission Error,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,RP_Cancellation_Full_Unit,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Regulatory Compliance,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Replacement Part Cancellation,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Replacement Part Cancellation Credit,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Requesting Payment,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Respond to SU,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Returned/Refunded but HAS Shipped,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Returned/Refunded but NOT Shipped,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,SCT Alternative Resolution,expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,SU Driven Cancellation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,SU Liability,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,SU_Disputes_Full_Unit - Post_Ship,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,SU_Driven_Part_Cancellation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Special Order Cancellation Process (MTO),expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,"Supplier Cancelled, We Did Not",expand_macro,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Supplier Charged for Shipping,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Supplier Ships Order after Confirming Cancellation,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,This article outlines the process for actioning tickets with the Request Type: Cancellation Inquiry.,paragraph,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Unable to Ship Product Compliance or Service Area Issue,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,Validate Cancellation Reason,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,View the Order,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,"When status changes fail to apply, this is a tech issue currently ongoing",bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cancellation Inquiries,credit strip,bold,Cancellation Inquiry SOP (DSC2S) - VCN,1256144980,27,Former user (Deleted),CAN,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144980,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,( Visual 6.3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Tip 1 &amp; Tip 2),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Tip 3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Tip 4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Tip 6),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Tip 7),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 1.,bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 1.1; Tip 1),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 1.2; Tip 1),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 2.1; Tip 2),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,"(Visual 2.2, Warning 1)",bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 2.3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 2.4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 2.5),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 2.6),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.1; Tip 4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.1; Tip 5),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.3,bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.5),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.6),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 3.7),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.1),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.1; Tip 4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.1; Tip 5),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.1; Tip 7),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.5),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.6),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 4.7),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.1),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.1; Tip 7),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.2 &amp; 5.3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.2),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.3),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.4),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.5),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
AOPS/POS Templates,Cannot Print BOL / Shipping Label,(Visual 5.6),bold,Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,1256144848,53,Jenn Gill,BOL,Yes,No,https://wayfaircorp.atlassian.net/wiki/spaces/GPS/pages/1256144848,
